id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
189882,Female,33,1,46,0,1-2 Year,Yes,35480,124,287,1
189883,Male,29,1,28,0,1-2 Year,Yes,24328,124,97,1
189887,Male,42,1,1,0,1-2 Year,Yes,2630,26,271,1
189893,Male,33,1,29,0,1-2 Year,No,25404,154,43,1
189897,Female,49,1,28,0,1-2 Year,Yes,48478,26,240,1
189900,Female,45,1,46,0,1-2 Year,Yes,2630,157,218,1
189916,Male,41,1,28,0,1-2 Year,Yes,46839,26,186,1
189917,Male,37,1,45,1,1-2 Year,No,26782,26,273,1
189921,Female,24,1,6,0,< 1 Year,Yes,29227,152,13,1
189924,Male,34,1,47,0,1-2 Year,Yes,28892,154,30,1
189936,Male,38,1,11,0,1-2 Year,Yes,2630,155,209,1
189937,Female,40,1,28,0,1-2 Year,Yes,50771,26,49,1
189945,Male,35,1,43,0,1-2 Year,Yes,32430,26,100,1
189949,Male,36,1,28,0,1-2 Year,No,41392,124,126,1
189951,Male,36,1,28,0,1-2 Year,Yes,45952,152,207,1
189956,Female,35,1,28,0,1-2 Year,Yes,37592,26,236,1
189986,Female,38,1,50,0,1-2 Year,Yes,24940,124,107,1
189990,Male,45,1,40,0,1-2 Year,Yes,23229,26,210,1
189999,Male,30,1,28,0,1-2 Year,No,2630,157,100,1
190000,Male,29,1,28,0,1-2 Year,Yes,35397,26,258,1
190010,Male,53,1,41,0,1-2 Year,Yes,36889,26,118,1
190022,Female,56,1,8,0,1-2 Year,Yes,36506,26,281,1
190023,Male,43,1,39,0,1-2 Year,Yes,35919,26,79,1
190033,Male,24,1,45,0,< 1 Year,Yes,31606,152,228,1
190038,Male,43,1,15,0,1-2 Year,Yes,71860,14,178,1
190044,Male,30,1,28,0,1-2 Year,Yes,41317,124,293,1
190045,Female,60,1,46,0,1-2 Year,Yes,43214,26,190,1
190049,Male,26,1,6,0,< 1 Year,Yes,28467,152,33,1
190056,Male,46,1,28,0,1-2 Year,Yes,43537,13,286,1
190059,Male,31,1,29,0,1-2 Year,Yes,26532,156,10,1
190061,Male,47,1,28,0,1-2 Year,Yes,25231,116,233,1
190083,Male,46,1,28,0,1-2 Year,Yes,44255,52,100,1
190092,Male,39,1,11,0,1-2 Year,Yes,25864,124,280,1
190108,Male,42,1,48,0,1-2 Year,Yes,2630,124,135,1
190113,Female,29,1,28,0,1-2 Year,Yes,27871,122,73,1
190123,Female,31,1,35,0,< 1 Year,Yes,2630,152,254,1
190124,Female,44,1,29,0,1-2 Year,Yes,35170,26,39,1
190156,Male,43,1,21,0,1-2 Year,Yes,31614,26,254,1
190171,Male,38,1,9,0,1-2 Year,Yes,43046,154,15,1
190172,Female,28,1,33,0,< 1 Year,Yes,34223,152,235,1
190174,Female,70,1,28,0,1-2 Year,Yes,34137,124,66,1
190196,Female,37,1,45,0,1-2 Year,Yes,34430,124,29,1
190200,Male,54,1,28,0,1-2 Year,Yes,35691,26,139,1
190205,Male,32,1,8,0,1-2 Year,Yes,18913,124,84,1
190208,Female,44,1,28,0,1-2 Year,Yes,67540,124,182,1
190216,Male,51,1,48,0,1-2 Year,Yes,2630,26,213,1
190221,Female,51,1,28,0,1-2 Year,Yes,37318,26,272,1
190222,Male,50,1,28,0,> 2 Years,Yes,72376,3,10,1
190223,Female,43,1,28,0,1-2 Year,Yes,44354,26,194,1
190226,Male,53,1,7,0,1-2 Year,Yes,36561,26,34,1
190251,Female,33,1,28,0,1-2 Year,Yes,26430,124,157,1
190274,Female,50,1,28,0,1-2 Year,Yes,26778,124,114,1
190312,Male,53,1,28,0,> 2 Years,Yes,40929,124,138,1
190313,Male,40,1,28,0,1-2 Year,Yes,39233,54,160,1
190316,Female,51,1,28,0,1-2 Year,Yes,28755,26,21,1
190320,Male,37,1,41,0,< 1 Year,Yes,39046,124,252,1
190333,Female,38,1,36,0,1-2 Year,Yes,30932,163,15,1
190339,Male,51,1,28,0,1-2 Year,Yes,29686,122,238,1
190366,Male,38,1,24,0,1-2 Year,Yes,33517,124,135,1
190388,Male,46,1,31,0,1-2 Year,Yes,2630,26,112,1
190399,Female,59,1,28,0,1-2 Year,Yes,40492,25,282,1
190414,Female,34,1,11,0,1-2 Year,Yes,37280,124,261,1
190422,Male,59,1,28,0,> 2 Years,Yes,51854,13,277,1
190425,Male,42,1,28,0,1-2 Year,Yes,43624,26,206,1
190439,Male,57,1,28,0,1-2 Year,Yes,52412,147,276,1
190456,Male,52,1,19,0,1-2 Year,Yes,36849,124,137,1
190463,Male,56,1,8,0,1-2 Year,Yes,76288,26,27,1
190464,Male,48,1,35,0,1-2 Year,Yes,21870,124,203,1
190465,Male,49,1,28,0,> 2 Years,Yes,25046,26,127,1
190466,Male,24,1,15,0,< 1 Year,Yes,39443,152,51,1
190468,Male,41,1,23,0,1-2 Year,Yes,27031,124,160,1
190471,Male,77,1,28,0,1-2 Year,Yes,58141,26,178,1
190472,Male,34,1,28,0,1-2 Year,Yes,29882,124,69,1
190474,Female,23,1,6,0,< 1 Year,Yes,27918,26,284,1
190478,Female,61,1,28,0,> 2 Years,Yes,25424,26,209,1
190488,Female,42,1,28,0,1-2 Year,Yes,49144,124,49,1
190493,Male,48,1,18,0,1-2 Year,Yes,2630,26,148,1
190498,Female,69,1,28,0,> 2 Years,Yes,46449,122,83,1
190512,Male,48,1,28,0,1-2 Year,Yes,45782,124,184,1
190516,Female,52,1,28,0,1-2 Year,Yes,32040,26,263,1
190523,Male,36,1,28,0,1-2 Year,Yes,36147,124,87,1
190542,Male,33,1,28,0,1-2 Year,Yes,2630,26,293,1
190544,Male,40,1,28,0,1-2 Year,Yes,30921,26,125,1
190546,Male,50,1,23,0,1-2 Year,Yes,2630,124,45,1
190564,Female,34,1,28,0,1-2 Year,Yes,45468,26,195,1
190570,Male,47,1,28,0,1-2 Year,Yes,54773,26,15,1
190571,Female,46,1,28,0,1-2 Year,Yes,38368,26,242,1
190580,Male,76,1,28,0,1-2 Year,Yes,76124,122,57,1
190593,Male,41,1,8,0,1-2 Year,Yes,36196,124,298,1
190598,Male,58,1,39,0,> 2 Years,Yes,31107,26,297,1
190605,Female,55,1,28,0,1-2 Year,Yes,45891,26,215,1
190608,Male,71,1,28,0,1-2 Year,Yes,48365,124,299,1
190614,Male,58,1,28,0,> 2 Years,Yes,34789,26,274,1
190615,Male,41,1,12,0,1-2 Year,Yes,26096,55,243,1
190619,Female,47,1,28,0,> 2 Years,Yes,2630,157,209,1
190632,Male,53,1,28,0,1-2 Year,Yes,34011,26,92,1
190640,Male,42,1,41,0,1-2 Year,Yes,38237,31,180,1
190647,Male,37,1,28,0,1-2 Year,Yes,39626,124,172,1
190653,Female,29,1,8,0,1-2 Year,Yes,42439,124,137,1
190655,Male,23,1,15,0,< 1 Year,Yes,24791,152,93,1
190658,Male,34,1,28,0,1-2 Year,Yes,28887,26,152,1
190664,Male,31,1,12,0,< 1 Year,Yes,45584,124,18,1
190687,Female,34,1,8,0,1-2 Year,Yes,40126,155,280,1
190695,Male,34,1,3,0,1-2 Year,No,25442,157,257,1
190697,Male,30,1,30,0,< 1 Year,Yes,25059,152,71,1
190698,Male,78,1,24,0,1-2 Year,Yes,58122,26,230,1
190706,Male,44,1,28,0,> 2 Years,Yes,43203,26,106,1
190707,Male,43,1,28,0,1-2 Year,Yes,38611,124,288,1
190712,Female,46,1,28,0,> 2 Years,Yes,46330,26,228,1
190719,Female,42,1,28,0,1-2 Year,Yes,50148,26,199,1
190720,Female,45,1,28,0,1-2 Year,Yes,43831,124,270,1
190722,Male,47,1,28,0,1-2 Year,Yes,54964,124,286,1
190730,Female,38,1,30,0,1-2 Year,Yes,2630,156,183,1
190742,Male,73,1,30,0,1-2 Year,Yes,36467,124,150,1
190751,Female,47,1,28,0,1-2 Year,Yes,28582,26,173,1
190755,Male,67,1,28,0,1-2 Year,Yes,2630,122,176,1
190770,Male,52,1,8,0,> 2 Years,Yes,45498,26,77,1
190776,Male,24,1,11,0,< 1 Year,Yes,45664,152,94,1
190783,Male,45,1,51,0,1-2 Year,Yes,106035,26,43,1
190788,Male,32,1,28,0,< 1 Year,Yes,79681,124,109,1
190791,Male,33,1,28,0,1-2 Year,Yes,34288,124,147,1
190797,Male,34,1,23,0,1-2 Year,Yes,2630,26,263,1
190799,Male,55,1,33,0,1-2 Year,Yes,29868,124,193,1
190802,Female,33,1,45,0,< 1 Year,Yes,43699,124,179,1
190812,Male,43,1,50,0,1-2 Year,Yes,29481,124,286,1
190832,Female,47,1,8,0,1-2 Year,Yes,37625,26,50,1
190843,Female,57,1,42,0,1-2 Year,Yes,27084,26,61,1
190844,Male,64,1,8,0,1-2 Year,Yes,43343,26,203,1
190846,Male,39,1,28,0,1-2 Year,Yes,50607,124,12,1
190850,Female,52,1,28,0,1-2 Year,Yes,60431,122,143,1
190855,Male,48,1,28,0,1-2 Year,Yes,55572,26,261,1
190868,Male,26,1,41,0,< 1 Year,Yes,24275,163,260,1
190879,Female,37,1,3,0,1-2 Year,Yes,22246,26,279,1
190882,Male,54,1,8,0,> 2 Years,Yes,52874,26,21,1
190890,Male,40,1,17,0,1-2 Year,Yes,79712,124,122,1
190901,Female,38,1,38,0,1-2 Year,Yes,2630,124,227,1
190910,Male,29,1,7,0,1-2 Year,Yes,29423,124,59,1
190926,Female,61,1,49,0,1-2 Year,Yes,25185,124,230,1
190933,Female,39,1,28,0,> 2 Years,Yes,35884,124,151,1
190946,Male,50,1,29,0,> 2 Years,Yes,2630,157,268,1
190947,Female,30,1,2,0,< 1 Year,Yes,27654,152,215,1
190950,Male,44,1,46,0,1-2 Year,Yes,28539,91,183,1
190952,Male,47,1,48,0,1-2 Year,Yes,2630,157,126,1
190956,Male,49,1,28,0,> 2 Years,Yes,45248,26,95,1
190958,Male,34,1,41,0,1-2 Year,Yes,31491,26,189,1
190963,Male,38,1,15,0,1-2 Year,Yes,30353,52,173,1
190965,Male,43,1,8,0,1-2 Year,Yes,38156,124,266,1
190972,Male,45,1,28,0,1-2 Year,Yes,41152,30,88,1
190974,Male,41,1,12,0,1-2 Year,Yes,44987,124,72,1
190979,Male,31,1,43,0,1-2 Year,Yes,22833,124,180,1
190983,Male,31,1,11,0,1-2 Year,Yes,27321,124,150,1
191004,Male,34,1,28,0,1-2 Year,Yes,39596,124,13,1
191006,Male,51,1,41,0,1-2 Year,Yes,39886,124,224,1
191016,Male,46,1,28,0,1-2 Year,Yes,55873,124,122,1
191030,Male,40,1,28,0,1-2 Year,Yes,62461,26,206,1
191050,Male,32,1,24,0,1-2 Year,Yes,2630,157,234,1
191064,Male,48,1,12,0,1-2 Year,Yes,32541,26,121,1
191076,Male,48,1,28,0,1-2 Year,Yes,34813,26,249,1
191081,Male,47,1,28,0,1-2 Year,Yes,30022,60,281,1
191086,Female,71,1,33,0,1-2 Year,Yes,2630,156,299,1
191101,Female,32,1,8,0,< 1 Year,Yes,42710,124,18,1
191108,Male,45,1,41,0,1-2 Year,Yes,37829,124,33,1
191109,Male,51,1,15,0,1-2 Year,Yes,2630,157,200,1
191115,Female,50,1,28,0,1-2 Year,Yes,44611,26,49,1
191128,Female,50,1,33,0,1-2 Year,Yes,40553,124,12,1
191134,Male,59,1,48,0,1-2 Year,Yes,2630,124,96,1
191149,Male,48,1,28,0,> 2 Years,Yes,36422,3,273,1
191173,Male,34,1,48,0,1-2 Year,Yes,2630,157,232,1
191174,Male,60,1,30,0,1-2 Year,Yes,47081,26,132,1
191177,Male,39,1,28,0,1-2 Year,Yes,37535,154,257,1
191219,Male,48,1,28,0,> 2 Years,Yes,34787,26,132,1
191230,Female,33,1,28,0,1-2 Year,Yes,70304,124,158,1
191237,Male,38,1,3,0,1-2 Year,Yes,2630,157,207,1
191249,Male,27,1,13,0,< 1 Year,Yes,2630,160,117,1
191255,Male,54,1,28,0,1-2 Year,Yes,32565,26,169,1
191256,Male,40,1,28,0,1-2 Year,Yes,36514,26,105,1
191260,Female,27,1,46,0,< 1 Year,Yes,32524,156,47,1
191263,Male,40,1,48,0,1-2 Year,Yes,2630,26,233,1
191267,Male,52,1,45,0,1-2 Year,Yes,32014,124,170,1
191275,Male,42,1,43,0,1-2 Year,Yes,2630,124,75,1
191276,Male,70,1,6,0,1-2 Year,Yes,25128,26,207,1
191284,Male,43,1,28,0,1-2 Year,Yes,44626,26,32,1
191312,Female,49,1,31,0,1-2 Year,Yes,2630,122,44,1
191324,Male,48,1,28,0,> 2 Years,Yes,44351,26,298,1
191332,Male,32,1,45,0,< 1 Year,Yes,23676,154,29,1
191343,Male,59,1,15,0,1-2 Year,Yes,50446,26,180,1
191348,Female,48,1,34,0,1-2 Year,Yes,2630,156,239,1
191355,Male,40,1,15,0,1-2 Year,Yes,36757,124,55,1
191362,Male,30,1,41,0,1-2 Year,Yes,22791,157,78,1
191372,Female,22,1,28,0,< 1 Year,Yes,41016,152,81,1
191381,Female,36,1,28,0,1-2 Year,Yes,35750,124,156,1
191384,Male,46,1,35,0,1-2 Year,Yes,27821,156,201,1
191385,Male,42,1,28,0,1-2 Year,No,33558,26,227,1
191391,Female,43,1,28,0,1-2 Year,Yes,35332,26,269,1
191414,Male,48,1,48,0,1-2 Year,Yes,2630,15,110,1
191417,Male,34,1,21,0,1-2 Year,Yes,26179,154,20,1
191420,Female,39,1,35,0,1-2 Year,Yes,2630,157,283,1
191424,Female,63,1,28,0,> 2 Years,Yes,77544,26,149,1
191457,Male,30,1,28,0,1-2 Year,Yes,48250,124,48,1
191460,Male,37,1,8,0,1-2 Year,Yes,33013,154,248,1
191463,Male,28,1,26,0,1-2 Year,Yes,2630,157,17,1
191470,Male,36,1,28,0,> 2 Years,Yes,47234,124,178,1
191479,Male,46,1,28,0,1-2 Year,Yes,41522,26,48,1
191482,Male,50,1,48,0,1-2 Year,Yes,2630,124,242,1
191483,Female,46,1,29,0,1-2 Year,Yes,2630,26,82,1
191485,Male,40,1,28,0,1-2 Year,Yes,2630,55,95,1
191492,Female,46,1,8,0,1-2 Year,Yes,52302,26,52,1
191514,Female,34,1,8,0,1-2 Year,Yes,37032,156,92,1
191529,Male,40,1,18,0,1-2 Year,Yes,45459,8,127,1
191530,Male,53,1,29,0,1-2 Year,Yes,36182,124,287,1
191540,Male,60,1,15,0,1-2 Year,Yes,25396,26,290,1
191547,Male,51,1,35,0,1-2 Year,Yes,39878,124,95,1
191563,Female,58,1,3,0,1-2 Year,Yes,26145,26,218,1
191564,Male,28,1,49,0,1-2 Year,Yes,26996,156,136,1
191611,Male,20,1,47,0,< 1 Year,Yes,27561,160,23,1
191627,Male,48,1,28,0,1-2 Year,Yes,43771,25,133,1
191635,Female,74,1,28,0,> 2 Years,Yes,48570,18,44,1
191642,Male,30,1,10,0,< 1 Year,Yes,22340,152,185,1
191644,Female,26,1,28,0,< 1 Year,Yes,31079,152,225,1
191668,Male,31,1,24,0,1-2 Year,Yes,28000,31,213,1
191669,Female,37,1,28,0,> 2 Years,Yes,70182,26,90,1
191683,Female,61,1,30,0,1-2 Year,Yes,52801,26,132,1
191686,Female,70,1,28,0,1-2 Year,Yes,42030,26,63,1
191690,Female,33,1,41,0,< 1 Year,Yes,37573,124,146,1
191691,Male,45,1,46,0,1-2 Year,Yes,33994,26,100,1
191692,Male,48,1,40,0,1-2 Year,Yes,34725,124,93,1
191693,Male,48,1,28,0,> 2 Years,Yes,38058,26,176,1
191698,Male,49,1,28,0,1-2 Year,Yes,35492,124,174,1
191702,Female,63,1,34,0,1-2 Year,Yes,27025,122,148,1
191711,Male,37,1,28,0,1-2 Year,Yes,29954,26,158,1
191721,Male,46,1,28,0,1-2 Year,Yes,31325,60,14,1
191730,Male,21,1,28,0,< 1 Year,Yes,64654,124,299,1
191747,Male,47,1,28,0,1-2 Year,Yes,2630,122,201,1
191751,Male,78,1,28,0,> 2 Years,Yes,50492,26,61,1
191754,Female,29,1,28,0,< 1 Year,Yes,43607,124,203,1
191755,Male,31,1,41,0,1-2 Year,Yes,38878,124,238,1
191775,Male,45,1,28,0,1-2 Year,Yes,35083,26,217,1
191776,Female,37,1,28,0,1-2 Year,Yes,32755,24,156,1
191779,Female,46,1,28,0,1-2 Year,Yes,37985,124,95,1
191787,Female,60,1,28,0,1-2 Year,Yes,56358,26,160,1
191788,Female,32,1,50,0,< 1 Year,Yes,34197,124,267,1
191790,Male,67,1,28,0,> 2 Years,Yes,47282,26,62,1
191798,Male,45,1,28,0,1-2 Year,Yes,28292,26,266,1
191806,Male,46,1,28,0,1-2 Year,Yes,45209,124,232,1
191822,Female,41,1,15,0,1-2 Year,Yes,29211,124,168,1
191829,Female,38,1,28,0,1-2 Year,Yes,45504,122,140,1
191830,Male,56,1,28,0,1-2 Year,Yes,44573,26,153,1
191839,Female,44,1,28,0,1-2 Year,Yes,32343,124,63,1
191851,Female,23,1,37,0,< 1 Year,Yes,29125,152,109,1
191852,Female,38,1,46,0,1-2 Year,Yes,2630,156,170,1
191854,Male,43,1,41,0,1-2 Year,Yes,35078,157,75,1
191865,Female,53,1,28,0,1-2 Year,Yes,57227,25,27,1
191879,Female,21,1,28,0,< 1 Year,Yes,25247,26,258,1
191888,Male,43,1,28,0,> 2 Years,Yes,32983,26,273,1
191889,Female,54,1,28,0,1-2 Year,Yes,91969,124,113,1
191898,Female,31,1,28,0,1-2 Year,Yes,2630,158,173,1
191907,Male,66,1,28,0,> 2 Years,Yes,37076,26,239,1
191912,Male,33,1,3,0,< 1 Year,Yes,2630,160,13,1
191914,Female,62,1,11,0,> 2 Years,Yes,35133,124,97,1
191916,Male,29,1,30,0,1-2 Year,Yes,2630,124,180,1
191926,Female,28,1,28,0,< 1 Year,Yes,41302,152,25,1
191948,Female,36,1,28,0,1-2 Year,Yes,49816,156,145,1
191954,Female,65,1,50,0,1-2 Year,Yes,23728,26,290,1
191985,Female,32,1,8,0,1-2 Year,Yes,32889,124,166,1
191987,Male,52,1,8,0,> 2 Years,Yes,94080,157,188,1
191990,Female,36,1,28,0,1-2 Year,Yes,31522,124,59,1
192000,Female,41,1,7,0,1-2 Year,Yes,101892,26,121,1
192001,Male,67,1,28,0,1-2 Year,Yes,48255,124,113,1
192007,Male,43,1,28,0,1-2 Year,Yes,34158,156,62,1
192010,Female,39,1,12,0,1-2 Year,Yes,32942,124,47,1
192014,Male,62,1,28,0,> 2 Years,Yes,55708,163,196,1
192020,Female,37,1,28,0,1-2 Year,Yes,2630,26,291,1
192029,Male,49,1,28,0,1-2 Year,Yes,2630,26,272,1
192035,Male,54,1,28,0,1-2 Year,Yes,37984,26,197,1
192040,Male,43,1,41,0,1-2 Year,No,2630,157,205,1
192049,Male,26,1,37,0,< 1 Year,Yes,37694,152,99,1
192053,Female,42,1,46,0,1-2 Year,Yes,29732,124,162,1
192074,Male,42,1,28,0,1-2 Year,Yes,2630,156,121,1
192081,Male,33,1,28,0,< 1 Year,Yes,41661,26,171,1
192084,Male,51,1,7,0,1-2 Year,Yes,50830,154,118,1
192085,Male,44,1,28,0,1-2 Year,Yes,32039,124,89,1
192086,Male,58,1,41,0,1-2 Year,Yes,50199,26,42,1
192088,Male,46,1,28,0,1-2 Year,Yes,43639,124,105,1
192096,Female,23,1,10,0,< 1 Year,Yes,37438,152,196,1
192098,Male,50,1,8,0,1-2 Year,Yes,38608,154,197,1
192100,Male,59,1,28,0,1-2 Year,Yes,39311,122,188,1
192107,Male,42,1,40,0,1-2 Year,Yes,2630,157,212,1
192116,Male,49,1,28,0,1-2 Year,Yes,31995,124,297,1
192117,Female,33,1,3,0,1-2 Year,Yes,31603,124,59,1
192130,Female,42,1,28,0,1-2 Year,Yes,43393,124,262,1
192133,Male,48,1,46,0,1-2 Year,Yes,20850,11,225,1
192141,Female,27,1,12,0,< 1 Year,Yes,2630,124,168,1
192148,Female,42,1,28,0,1-2 Year,Yes,42559,26,110,1
192150,Female,38,1,7,0,1-2 Year,Yes,37344,26,76,1
192155,Male,31,1,29,0,< 1 Year,Yes,2630,163,16,1
192163,Male,45,1,28,0,1-2 Year,Yes,50770,26,263,1
192170,Male,66,1,18,0,1-2 Year,Yes,2630,163,256,1
192176,Male,32,1,27,0,< 1 Year,Yes,27843,152,21,1
192178,Male,31,1,41,0,< 1 Year,Yes,78298,124,148,1
192179,Female,23,1,29,0,< 1 Year,No,2630,160,270,1
192181,Female,51,1,48,0,1-2 Year,Yes,2630,15,21,1
192199,Male,32,1,37,0,1-2 Year,Yes,30425,124,185,1
192208,Female,71,1,21,0,1-2 Year,Yes,36136,12,149,1
192212,Female,43,1,28,0,1-2 Year,Yes,35162,150,202,1
192220,Female,37,1,11,0,1-2 Year,Yes,35043,26,293,1
192234,Female,58,1,15,0,1-2 Year,Yes,56214,55,193,1
192250,Male,41,1,29,0,1-2 Year,No,33183,8,138,1
192266,Male,49,1,28,0,> 2 Years,Yes,59145,124,183,1
192269,Male,48,1,28,0,1-2 Year,Yes,42123,26,215,1
192283,Male,23,1,41,0,1-2 Year,Yes,2630,154,106,1
192286,Female,51,1,33,0,1-2 Year,Yes,31454,31,18,1
192295,Male,36,1,41,0,1-2 Year,Yes,33827,124,236,1
192298,Male,56,1,30,0,1-2 Year,Yes,2630,122,272,1
192305,Female,57,1,28,0,1-2 Year,Yes,45037,25,86,1
192306,Male,43,1,28,0,1-2 Year,Yes,2630,124,220,1
192311,Female,43,1,28,0,1-2 Year,Yes,58140,52,196,1
192320,Female,33,1,2,0,< 1 Year,Yes,34477,124,160,1
192327,Male,47,1,8,0,1-2 Year,Yes,45882,26,228,1
192328,Female,29,1,3,0,< 1 Year,Yes,30594,156,120,1
192334,Male,34,1,50,0,1-2 Year,Yes,26181,124,35,1
192335,Female,52,1,28,0,1-2 Year,Yes,42149,26,250,1
192345,Female,52,1,33,0,1-2 Year,Yes,34199,157,94,1
192364,Female,46,1,8,0,1-2 Year,Yes,24498,7,291,1
192373,Male,45,1,18,0,1-2 Year,Yes,2630,26,15,1
192377,Female,34,1,8,0,1-2 Year,Yes,36078,124,110,1
192382,Male,44,1,28,0,1-2 Year,Yes,45362,124,50,1
192388,Female,45,1,3,0,1-2 Year,Yes,37603,124,254,1
192392,Female,41,1,41,0,1-2 Year,Yes,2630,157,42,1
192401,Male,29,1,28,0,> 2 Years,Yes,2630,156,274,1
192414,Male,37,1,28,0,1-2 Year,Yes,44590,124,155,1
192430,Male,39,1,28,0,1-2 Year,Yes,21376,124,291,1
192447,Male,53,1,28,0,1-2 Year,Yes,37431,124,127,1
192448,Male,55,1,28,0,> 2 Years,Yes,63124,26,145,1
192451,Male,46,1,28,0,1-2 Year,Yes,59813,26,243,1
192458,Female,42,1,41,0,1-2 Year,Yes,25483,26,268,1
192475,Male,73,1,28,0,> 2 Years,Yes,41435,122,58,1
192477,Male,46,1,28,0,1-2 Year,Yes,27955,26,114,1
192487,Male,24,1,50,0,< 1 Year,Yes,36411,152,110,1
192490,Female,24,1,29,0,< 1 Year,Yes,24059,152,223,1
192503,Male,47,1,33,0,1-2 Year,Yes,34969,26,183,1
192511,Female,23,1,37,1,< 1 Year,Yes,34331,152,299,1
192520,Male,39,1,34,0,1-2 Year,Yes,31929,124,24,1
192528,Female,33,1,20,0,< 1 Year,Yes,2630,124,86,1
192532,Female,34,1,28,0,1-2 Year,Yes,27003,122,218,1
192537,Female,41,1,28,0,1-2 Year,Yes,40300,124,125,1
192569,Male,74,1,28,0,1-2 Year,Yes,45418,122,96,1
192576,Male,61,1,40,0,1-2 Year,Yes,26556,26,298,1
192585,Male,54,1,33,0,1-2 Year,Yes,31437,124,264,1
192586,Male,49,1,28,0,1-2 Year,Yes,26629,124,296,1
192612,Male,56,1,33,0,1-2 Year,Yes,25842,26,11,1
192614,Male,46,1,28,0,1-2 Year,Yes,48144,26,248,1
192621,Female,53,1,28,0,1-2 Year,Yes,35034,26,65,1
192626,Male,51,1,28,0,1-2 Year,Yes,43722,26,163,1
192629,Male,25,1,41,0,< 1 Year,Yes,30407,26,56,1
192649,Female,39,1,46,0,1-2 Year,Yes,33947,124,128,1
192650,Female,41,1,11,0,1-2 Year,Yes,30730,26,105,1
192653,Female,41,1,0,0,> 2 Years,Yes,2630,122,154,1
192657,Male,38,1,8,0,1-2 Year,Yes,25162,26,185,1
192683,Male,46,1,28,0,> 2 Years,Yes,28740,124,101,1
192685,Male,50,1,28,0,1-2 Year,Yes,39387,26,216,1
192691,Male,46,1,28,0,1-2 Year,Yes,43965,26,66,1
192694,Male,49,1,3,0,1-2 Year,Yes,22030,124,79,1
192701,Male,43,1,41,0,1-2 Year,Yes,30004,124,245,1
192704,Female,34,1,11,0,1-2 Year,Yes,2630,157,251,1
192709,Male,42,1,28,0,> 2 Years,Yes,63530,124,35,1
192715,Female,34,1,39,0,1-2 Year,Yes,27333,156,36,1
192725,Female,45,1,28,0,1-2 Year,Yes,48311,26,120,1
192728,Male,36,1,14,0,1-2 Year,Yes,2630,156,101,1
192737,Male,42,1,8,0,1-2 Year,Yes,57149,124,282,1
192748,Male,28,1,41,0,< 1 Year,Yes,44520,124,146,1
192751,Female,35,1,13,0,1-2 Year,Yes,24036,124,49,1
192752,Female,45,1,28,0,1-2 Year,Yes,29126,26,76,1
192766,Male,40,1,8,0,1-2 Year,Yes,37405,124,28,1
192768,Female,23,1,9,0,< 1 Year,Yes,31437,160,57,1
192771,Male,24,1,36,0,< 1 Year,Yes,42003,152,206,1
192792,Male,30,1,3,0,< 1 Year,Yes,22133,26,226,1
192814,Female,46,1,9,0,1-2 Year,Yes,31800,124,240,1
192821,Female,46,1,28,0,1-2 Year,Yes,53122,122,258,1
192833,Female,75,1,28,0,1-2 Year,Yes,2630,156,15,1
192838,Female,45,1,28,0,> 2 Years,Yes,43644,26,33,1
192844,Male,50,1,28,0,1-2 Year,Yes,47191,26,156,1
192845,Male,39,1,28,0,1-2 Year,Yes,96708,154,135,1
192861,Male,49,1,2,0,> 2 Years,Yes,29472,124,251,1
192883,Female,25,1,35,0,< 1 Year,Yes,2630,26,30,1
192886,Female,44,1,8,0,1-2 Year,Yes,40688,124,251,1
192893,Male,45,1,46,0,1-2 Year,Yes,23373,26,173,1
192896,Male,74,1,28,0,1-2 Year,Yes,96609,26,135,1
192904,Male,21,1,3,0,< 1 Year,Yes,54715,154,145,1
192905,Female,40,1,28,0,1-2 Year,Yes,68642,26,131,1
192907,Male,42,1,39,0,1-2 Year,Yes,35493,124,269,1
192918,Female,44,1,28,0,1-2 Year,Yes,64728,26,195,1
192926,Female,25,1,28,0,< 1 Year,Yes,24442,124,191,1
192928,Male,64,1,45,0,1-2 Year,Yes,29639,26,203,1
192940,Male,62,1,28,0,1-2 Year,Yes,43065,26,271,1
192954,Male,55,1,28,0,1-2 Year,Yes,74712,124,299,1
192962,Female,40,1,7,0,1-2 Year,Yes,32684,26,205,1
192964,Male,64,1,28,0,> 2 Years,Yes,46425,26,292,1
192971,Male,54,1,17,0,1-2 Year,Yes,2630,26,131,1
192976,Female,57,1,28,0,1-2 Year,Yes,44517,26,261,1
192990,Male,32,1,36,0,1-2 Year,Yes,44728,124,160,1
192994,Male,39,1,11,0,1-2 Year,Yes,21042,26,29,1
192995,Female,31,1,30,0,< 1 Year,No,27154,26,120,1
193008,Female,69,1,28,0,> 2 Years,Yes,67277,26,178,1
193011,Male,41,1,46,0,1-2 Year,Yes,40280,124,109,1
193028,Male,57,1,11,0,1-2 Year,Yes,2630,124,60,1
193030,Male,46,1,8,0,1-2 Year,Yes,40554,155,34,1
193033,Male,37,1,28,0,1-2 Year,No,2630,157,235,1
193034,Male,22,1,8,0,< 1 Year,Yes,29745,152,167,1
193043,Female,24,1,28,0,1-2 Year,Yes,47055,124,269,1
193046,Male,26,1,34,0,1-2 Year,Yes,29698,124,289,1
